condition,frame_idx,class,confidence_mean,confidence_std,latency_ms,hardware,novelty_label
novel_objects,31,tv,0.7138,0.1023,98.43,laptop,novel_object
novel_objects,32,laptop,0.7011,0.12,177.77,laptop,novel_object
novel_objects,32,dining table,0.4652,0.1288,177.77,laptop,novel_object
novel_objects,33,dining table,0.6015,0.1508,118.85,laptop,novel_object
novel_objects,33,bottle,0.6544,0.1194,118.85,laptop,novel_object
novel_objects,34,cell phone,0.7382,0.138,150.22,laptop,novel_object
novel_objects,34,tv,0.5549,0.1131,150.22,laptop,novel_object
novel_objects,34,cup,0.6747,0.1551,150.22,laptop,novel_object
novel_objects,34,cup,0.4582,0.104,150.22,laptop,novel_object
novel_objects,35,mouse,0.5175,0.1165,176.0,laptop,novel_object
novel_objects,35,mouse,0.5729,0.1016,176.0,laptop,novel_object
novel_objects,36,cell phone,0.6442,0.1481,138.46,laptop,novel_object
novel_objects,37,keyboard,0.6915,0.1244,113.93,laptop,novel_object
novel_objects,38,chair,0.7055,0.1367,133.53,laptop,novel_object
novel_objects,38,laptop,0.59,0.1542,133.53,laptop,novel_object
novel_objects,38,keyboard,0.5691,0.1082,133.53,laptop,novel_object
novel_objects,39,keyboard,0.6327,0.1239,147.02,laptop,novel_object
novel_objects,39,bottle,0.5945,0.1269,147.02,laptop,novel_object
novel_objects,39,cup,0.6422,0.1689,147.02,laptop,novel_object
novel_objects,40,mouse,0.5396,0.112,156.3,laptop,novel_object
novel_objects,40,laptop,0.7199,0.1644,156.3,laptop,novel_object
novel_objects,40,keyboard,0.5712,0.1256,156.3,laptop,novel_object
novel_objects,41,mouse,0.5992,0.1236,162.69,laptop,novel_object
novel_objects,41,chair,0.5714,0.1589,162.69,laptop,novel_object
novel_objects,42,remote,0.5167,0.1428,125.63,laptop,novel_object
novel_objects,42,dining table,0.722,0.1537,125.63,laptop,novel_object
novel_objects,43,mouse,0.7129,0.1145,174.85,laptop,novel_object
novel_objects,43,bottle,0.5912,0.1593,174.85,laptop,novel_object
novel_objects,43,remote,0.6925,0.161,174.85,laptop,novel_object
novel_objects,44,book,0.6463,0.1178,184.8,laptop,novel_object
novel_objects,44,laptop,0.6733,0.1246,184.8,laptop,novel_object
novel_objects,45,keyboard,0.5382,0.1681,128.42,laptop,novel_object
novel_objects,45,dining table,0.4661,0.1508,128.42,laptop,novel_object
novel_objects,45,keyboard,0.7333,0.1057,128.42,laptop,novel_object
novel_objects,46,mouse,0.5645,0.1239,141.05,laptop,novel_object
novel_objects,46,person,0.7113,0.1121,141.05,laptop,novel_object
novel_objects,47,keyboard,0.7179,0.1789,125.58,laptop,novel_object
novel_objects,47,cell phone,0.5449,0.1573,125.58,laptop,novel_object
novel_objects,48,mouse,0.746,0.1251,139.78,laptop,novel_object
novel_objects,49,cup,0.5128,0.1619,92.46,laptop,novel_object
novel_objects,50,bottle,0.4888,0.1347,139.98,laptop,novel_object
novel_objects,50,chair,0.571,0.1772,139.98,laptop,novel_object
novel_objects,51,tv,0.5098,0.1298,92.46,laptop,novel_object
novel_objects,51,person,0.7176,0.1605,92.46,laptop,novel_object
novel_objects,51,tv,0.5072,0.1541,92.46,laptop,novel_object
novel_objects,51,mouse,0.6701,0.1181,92.46,laptop,novel_object
novel_objects,52,bottle,0.5651,0.1471,122.59,laptop,novel_object
novel_objects,52,cell phone,0.4696,0.1037,122.59,laptop,novel_object
novel_objects,52,cup,0.5868,0.1416,122.59,laptop,novel_object
novel_objects,53,mouse,0.7486,0.1274,134.5,laptop,novel_object
novel_objects,53,dining table,0.5578,0.1151,134.5,laptop,novel_object
novel_objects,53,chair,0.4557,0.1179,134.5,laptop,novel_object
novel_objects,54,person,0.6269,0.1135,112.7,laptop,novel_object
novel_objects,54,book,0.6633,0.1634,112.7,laptop,novel_object
novel_objects,55,cup,0.6814,0.1499,177.9,laptop,novel_object
novel_objects,55,keyboard,0.7484,0.153,177.9,laptop,novel_object
novel_objects,55,mouse,0.7008,0.1039,177.9,laptop,novel_object
novel_objects,55,bottle,0.575,0.1304,177.9,laptop,novel_object
novel_objects,56,cell phone,0.5116,0.1549,138.49,laptop,novel_object
novel_objects,56,person,0.5403,0.1529,138.49,laptop,novel_object
novel_objects,56,mouse,0.6061,0.1498,138.49,laptop,novel_object
novel_objects,57,bottle,0.6035,0.1494,133.04,laptop,novel_object
novel_objects,57,cup,0.4842,0.1085,133.04,laptop,novel_object
novel_objects,58,cup,0.6994,0.1778,151.68,laptop,novel_object
novel_objects,58,book,0.661,0.1236,151.68,laptop,novel_object
novel_objects,59,laptop,0.6565,0.1385,145.72,laptop,novel_object
novel_objects,60,mouse,0.4767,0.1088,92.27,laptop,novel_object
novel_objects,60,keyboard,0.6507,0.1119,92.27,laptop,novel_object
novel_objects,61,bottle,0.6671,0.1081,168.39,laptop,novel_object
novel_objects,62,dining table,0.7466,0.1237,155.15,laptop,novel_object
novel_objects,62,dining table,0.465,0.1651,155.15,laptop,novel_object
novel_objects,62,person,0.7057,0.1288,155.15,laptop,novel_object
novel_objects,63,bottle,0.4785,0.1607,133.75,laptop,novel_object
novel_objects,63,person,0.4529,0.1111,133.75,laptop,novel_object
novel_objects,63,mouse,0.5012,0.1286,133.75,laptop,novel_object
novel_objects,64,cup,0.7135,0.1074,185.6,laptop,novel_object
novel_objects,64,book,0.5049,0.1321,185.6,laptop,novel_object
novel_objects,64,dining table,0.5315,0.1309,185.6,laptop,novel_object
novel_objects,64,dining table,0.69,0.1519,185.6,laptop,novel_object
novel_objects,65,remote,0.6679,0.1785,103.08,laptop,novel_object
novel_objects,65,cell phone,0.4811,0.1729,103.08,laptop,novel_object
novel_objects,66,mouse,0.5814,0.1489,170.62,laptop,novel_object
novel_objects,66,book,0.6334,0.169,170.62,laptop,novel_object
novel_objects,66,remote,0.742,0.1105,170.62,laptop,novel_object
novel_objects,66,dining table,0.4839,0.1329,170.62,laptop,novel_object
novel_objects,67,mouse,0.5443,0.1564,98.21,laptop,novel_object
novel_objects,68,mouse,0.7119,0.1415,187.83,laptop,novel_object
novel_objects,68,remote,0.6602,0.1076,187.83,laptop,novel_object
novel_objects,69,mouse,0.6529,0.1308,139.23,laptop,novel_object
novel_objects,69,tv,0.7176,0.149,139.23,laptop,novel_object
novel_objects,70,cell phone,0.6017,0.1375,155.05,laptop,novel_object
novel_objects,71,bottle,0.6754,0.1257,177.2,laptop,novel_object
novel_objects,71,book,0.741,0.104,177.2,laptop,novel_object
novel_objects,71,laptop,0.6151,0.1303,177.2,laptop,novel_object
novel_objects,71,laptop,0.4736,0.1355,177.2,laptop,novel_object
novel_objects,72,dining table,0.5841,0.1095,100.63,laptop,novel_object
novel_objects,72,dining table,0.6736,0.1014,100.63,laptop,novel_object
novel_objects,72,chair,0.5737,0.1446,100.63,laptop,novel_object
novel_objects,72,person,0.6978,0.1633,100.63,laptop,novel_object
novel_objects,73,tv,0.5121,0.1537,179.23,laptop,novel_object
novel_objects,73,book,0.559,0.1043,179.23,laptop,novel_object
novel_objects,73,laptop,0.7033,0.1266,179.23,laptop,novel_object
novel_objects,74,book,0.6648,0.1091,162.23,laptop,novel_object
novel_objects,74,mouse,0.5165,0.1273,162.23,laptop,novel_object
novel_objects,74,mouse,0.7393,0.1234,162.23,laptop,novel_object
novel_objects,74,tv,0.5622,0.1085,162.23,laptop,novel_object
novel_objects,75,remote,0.6728,0.1327,140.26,laptop,novel_object
novel_objects,75,cup,0.6333,0.115,140.26,laptop,novel_object
novel_objects,76,laptop,0.665,0.1086,113.13,laptop,novel_object
novel_objects,76,chair,0.464,0.1507,113.13,laptop,novel_object
novel_objects,76,mouse,0.6266,0.1618,113.13,laptop,novel_object
novel_objects,76,dining table,0.5872,0.1471,113.13,laptop,novel_object
novel_objects,77,person,0.6091,0.1039,186.46,laptop,novel_object
novel_objects,77,chair,0.7016,0.1386,186.46,laptop,novel_object
novel_objects,78,cell phone,0.6691,0.1103,159.8,laptop,novel_object
novel_objects,78,chair,0.6473,0.1485,159.8,laptop,novel_object
novel_objects,79,chair,0.5756,0.1487,141.4,laptop,novel_object
novel_objects,79,remote,0.6787,0.1219,141.4,laptop,novel_object
novel_objects,79,book,0.7411,0.1362,141.4,laptop,novel_object
novel_objects,80,keyboard,0.66,0.1599,105.54,laptop,novel_object
novel_objects,80,cup,0.7029,0.1438,105.54,laptop,novel_object
novel_objects,81,tv,0.6398,0.1161,161.76,laptop,novel_object
novel_objects,81,keyboard,0.6643,0.1549,161.76,laptop,novel_object
novel_objects,81,mouse,0.4898,0.1568,161.76,laptop,novel_object
novel_objects,82,remote,0.6411,0.1568,141.38,laptop,novel_object
novel_objects,82,book,0.6187,0.1466,141.38,laptop,novel_object
novel_objects,83,tv,0.5358,0.1678,158.08,laptop,novel_object
novel_objects,83,person,0.6068,0.102,158.08,laptop,novel_object
novel_objects,83,cell phone,0.4659,0.1045,158.08,laptop,novel_object
novel_objects,83,cup,0.6751,0.1129,158.08,laptop,novel_object
novel_objects,84,cell phone,0.7018,0.1552,158.97,laptop,novel_object
novel_objects,84,cup,0.5112,0.1433,158.97,laptop,novel_object
novel_objects,84,book,0.6942,0.1082,158.97,laptop,novel_object
novel_objects,85,tv,0.5667,0.1409,164.76,laptop,novel_object
novel_objects,85,remote,0.5363,0.1532,164.76,laptop,novel_object
novel_objects,86,mouse,0.5438,0.1442,129.98,laptop,novel_object
novel_objects,86,person,0.6731,0.1162,129.98,laptop,novel_object
novel_objects,86,dining table,0.699,0.1729,129.98,laptop,novel_object
novel_objects,86,remote,0.6629,0.1294,129.98,laptop,novel_object
novel_objects,87,laptop,0.5383,0.1142,168.06,laptop,novel_object
novel_objects,87,mouse,0.4723,0.177,168.06,laptop,novel_object
novel_objects,88,chair,0.5337,0.1211,128.97,laptop,novel_object
novel_objects,89,cup,0.4517,0.1373,149.23,laptop,novel_object
novel_objects,89,cell phone,0.462,0.1743,149.23,laptop,novel_object
novel_objects,90,mouse,0.6347,0.153,167.82,laptop,novel_object
novel_objects,91,tv,0.5574,0.1627,169.41,laptop,novel_object
novel_objects,91,book,0.6076,0.1766,169.41,laptop,novel_object
novel_objects,91,tv,0.4705,0.1404,169.41,laptop,novel_object
novel_objects,91,chair,0.6129,0.1323,169.41,laptop,novel_object
novel_objects,92,laptop,0.649,0.1265,113.68,laptop,novel_object
novel_objects,92,cup,0.5155,0.1602,113.68,laptop,novel_object
novel_objects,92,tv,0.5925,0.1449,113.68,laptop,novel_object
novel_objects,93,book,0.5837,0.1724,103.24,laptop,novel_object
novel_objects,94,mouse,0.7157,0.1305,185.97,laptop,novel_object
novel_objects,94,bottle,0.5658,0.1432,185.97,laptop,novel_object
novel_objects,95,tv,0.6966,0.13,94.42,laptop,novel_object
novel_objects,95,tv,0.5837,0.1035,94.42,laptop,novel_object
novel_objects,95,mouse,0.5078,0.1411,94.42,laptop,novel_object
novel_objects,96,tv,0.61,0.1502,108.4,laptop,novel_object
novel_objects,97,laptop,0.7095,0.1339,157.69,laptop,novel_object
novel_objects,97,bottle,0.5117,0.1663,157.69,laptop,novel_object
novel_objects,98,bottle,0.6741,0.1123,155.36,laptop,novel_object
novel_objects,98,dining table,0.6651,0.103,155.36,laptop,novel_object
novel_objects,98,bottle,0.4663,0.1635,155.36,laptop,novel_object
novel_objects,98,tv,0.4711,0.1657,155.36,laptop,novel_object
novel_objects,99,dining table,0.6391,0.1346,131.95,laptop,novel_object
novel_objects,99,person,0.5669,0.1095,131.95,laptop,novel_object
novel_objects,99,person,0.6424,0.1495,131.95,laptop,novel_object
