condition,frame_idx,class,confidence_mean,confidence_std,latency_ms,hardware
edge_deployment,40,keyboard,0.763,0.0649,447.37,rpi5
edge_deployment,40,keyboard,0.6675,0.0318,447.37,rpi5
edge_deployment,40,laptop,0.8034,0.0788,447.37,rpi5
edge_deployment,41,chair,0.7189,0.0498,848.41,rpi5
edge_deployment,42,remote,0.817,0.076,608.87,rpi5
edge_deployment,42,tv,0.6997,0.0715,608.87,rpi5
edge_deployment,43,cup,0.6834,0.0782,523.74,rpi5
edge_deployment,43,dining table,0.8803,0.0587,523.74,rpi5
edge_deployment,43,cup,0.669,0.0553,523.74,rpi5
edge_deployment,44,book,0.8852,0.0701,601.58,rpi5
edge_deployment,45,keyboard,0.69,0.0521,788.06,rpi5
edge_deployment,45,chair,0.7777,0.0685,788.06,rpi5
edge_deployment,45,book,0.8891,0.0529,788.06,rpi5
edge_deployment,46,person,0.755,0.0429,798.26,rpi5
edge_deployment,46,chair,0.7974,0.0797,798.26,rpi5
edge_deployment,46,mouse,0.8163,0.07,798.26,rpi5
edge_deployment,46,chair,0.8875,0.0558,798.26,rpi5
edge_deployment,47,cup,0.6895,0.0347,700.41,rpi5
edge_deployment,48,cell phone,0.7534,0.0477,388.01,rpi5
edge_deployment,48,keyboard,0.6953,0.0774,388.01,rpi5
edge_deployment,48,mouse,0.8805,0.0395,388.01,rpi5
edge_deployment,49,laptop,0.8644,0.0403,467.43,rpi5
edge_deployment,49,laptop,0.8538,0.0718,467.43,rpi5
