condition,frame_idx,class,confidence_mean,confidence_std,latency_ms,hardware
edge_deployment,39,chair,0.7331,0.0516,407.56,rpi5
edge_deployment,40,dining table,0.6539,0.0547,612.91,rpi5
edge_deployment,41,mouse,0.6454,0.066,929.99,rpi5
edge_deployment,41,book,0.6425,0.0302,929.99,rpi5
edge_deployment,41,cell phone,0.7753,0.0614,929.99,rpi5
edge_deployment,42,remote,0.7206,0.0692,592.95,rpi5
edge_deployment,42,mouse,0.7426,0.0964,592.95,rpi5
edge_deployment,43,bottle,0.842,0.044,642.53,rpi5
edge_deployment,43,dining table,0.8906,0.0679,642.53,rpi5
edge_deployment,44,mouse,0.8068,0.0507,626.26,rpi5
edge_deployment,44,mouse,0.8637,0.031,626.26,rpi5
edge_deployment,44,bottle,0.6303,0.0494,626.26,rpi5
edge_deployment,45,cell phone,0.624,0.061,618.45,rpi5
edge_deployment,46,keyboard,0.6379,0.0489,637.51,rpi5
edge_deployment,46,bottle,0.7592,0.0582,637.51,rpi5
edge_deployment,46,chair,0.7145,0.0449,637.51,rpi5
edge_deployment,47,cell phone,0.71,0.0916,509.55,rpi5
edge_deployment,47,laptop,0.834,0.0437,509.55,rpi5
edge_deployment,47,cell phone,0.8321,0.0475,509.55,rpi5
edge_deployment,47,book,0.775,0.0453,509.55,rpi5
edge_deployment,48,person,0.8663,0.0566,697.14,rpi5
edge_deployment,48,remote,0.8025,0.0559,697.14,rpi5
edge_deployment,48,chair,0.8142,0.0595,697.14,rpi5
edge_deployment,48,cell phone,0.7992,0.0385,697.14,rpi5
edge_deployment,49,keyboard,0.6704,0.0643,623.76,rpi5
edge_deployment,49,bottle,0.7956,0.0825,623.76,rpi5
edge_deployment,49,bottle,0.8962,0.0414,623.76,rpi5
edge_deployment,49,keyboard,0.7213,0.0563,623.76,rpi5
